origin,tipo,adr
International,work,63.0
International,rest,37.8
Portugal,work,63.0
Portugal,work,67.2
Portugal,work,137.2
International,work+rest,88.8
International,work,54.0
International,work,51.0
Portugal,work,58.0
International,work+rest,30.24
International,rest,46.8
International,work,51.4
International,work,58.0
Portugal,work,64.0
Portugal,work,64.0
Portugal,work,44.0
Portugal,work,64.0
Portugal,work,44.0
Portugal,work,44.0
Portugal,work,64.0
Portugal,work,64.0
Portugal,work,44.0
Portugal,work,44.0
Portugal,work,64.0
Portugal,work,64.0
Portugal,work,44.0
Portugal,work,64.0
Portugal,work,44.0
Portugal,work,44.0
Portugal,work,64.0
Portugal,work,64.0
Portugal,work,64.0
Portugal,work,64.0
Portugal,work,44.0
Portugal,work,44.0
Portugal,work,64.0
Portugal,work,64.0
Portugal,work,64.0
Portugal,work,44.0
Portugal,work,64.0
Portugal,work,64.0
Portugal,work,51.8
International,work,60.0
International,work,63.0
Portugal,work,90.33
Portugal,work,58.74
Portugal,work,49.74
Portugal,work,60.0
International,work,96.0
International,work,44.8
International,work,51.8
Portugal,work,65.85
Portugal,work,65.0
International,work,51.8
International,work,51.8
International,work,44.8
International,work,81.0
Portugal,work,53.67
International,work,44.8
International,work,37.01
International,work,51.8
International,work,66.0
International,work,51.8
Portugal,work,158.0
International,work,51.6
International,work,53.67
International,work,99.0
Portugal,work,50.0
International,work,40.8
International,work,44.8
International,work,51.8
International,work,51.8
International,work,51.8
International,work,7.0
International,work,51.8
International,work,51.8
International,work,51.8
International,work,65.0
Portugal,weekend,66.0
Portugal,work+rest,66.0
International,work+rest,38.62
International,weekend,58.0
Portugal,work+rest,63.0
International,weekend,58.0
Portugal,work+rest,60.0
Portugal,work+rest,97.25
International,work+rest,75.0
Portugal,weekend,75.0
International,work+rest,60.0
International,work+rest,62.25
International,weekend,48.0
International,work+rest,35.4
Portugal,work+rest,50.0
International,work+rest,60.0
International,work+rest,96.0
Portugal,weekend,62.0
International,package,37.8
International,work+rest,32.02
International,work+rest,29.0
Portugal,weekend,71.5
International,work+rest,72.31
International,work+rest,29.0
Portugal,work+rest,29.72
International,weekend,80.5
International,work+rest,44.99
Portugal,work+rest,81.0
Portugal,work,41.4
International,work+rest,89.0
Portugal,work+rest,30.0
International,work+rest,145.0
Portugal,work,54.9
Portugal,work,49.5
Portugal,weekend,36.0
Portugal,work,27.0
International,work+rest,59.33
International,rest,96.0
International,work+rest,34.0
International,work+rest,93.0
International,work,53.55
Portugal,work+rest,36.0
International,work+rest,84.0
International,work+rest,115.5
International,work+rest,84.0
International,work+rest,86.0
International,work+rest,115.5
International,work+rest,84.0
International,work+rest,42.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
Portugal,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,work+rest,84.0
International,rest,38.25
International,work+rest,64.0
International,work+rest,64.0
International,work+rest,64.0
International,work+rest,64.0
International,work,73.0
International,work+rest,48.0
International,rest,66.0
Portugal,work,65.0
International,work+rest,64.0
International,work+rest,64.0
International,work+rest,81.75
International,work,60.0
Portugal,work,60.0
International,work+rest,52.0
International,work+rest,50.0
International,work+rest,64.0
International,work,60.0
Portugal,work,75.0
International,work+rest,48.0
Portugal,work,66.0
International,work,106.0
International,work+rest,55.8
International,work,29.11
International,rest,99.0
International,work+rest,50.0
International,work+rest,64.0
International,work+rest,48.0
Portugal,work+rest,32.0
Portugal,work+rest,32.0
International,work,69.0
Portugal,work,61.0
Portugal,weekend,41.0
International,work+rest,96.0
International,work,71.0
International,work+rest,52.75
International,work+rest,42.12
International,work,40.0
Portugal,work,62.0
International,work,65.0
International,work,65.0
International,work,65.0
International,work+rest,66.8
International,work+rest,55.0
Portugal,work+rest,57.1
International,work+rest,34.11
International,work+rest,47.07
International,work+rest,72.06
Portugal,work,48.0
Portugal,work,48.0
Portugal,work,87.0
Portugal,work,52.0
International,work,66.0
Portugal,work,65.0
Portugal,work,25.42
International,work+rest,54.9
International,work,48.0
International,rest,86.6
International,work+rest,85.5
International,work+rest,133.0
International,work+rest,143.0
International,work,48.0
Portugal,work,65.0
International,work,48.12
International,work,80.0
International,work,33.3
International,work,80.0
International,work,80.0
International,work,80.0
International,work,80.0
International,work,48.0
International,work,80.0
International,work,80.0
International,work,80.0
International,work,80.0
International,work,80.0
International,work,80.0
International,work,80.0
International,work,80.0
International,work,80.0
International,work,80.0
International,work,80.0
International,work,80.0
International,work,80.0
International,work,56.0
International,work,80.0
International,work,39.3
International,work,33.3
International,work,33.3
International,work,55.0
International,work,61.0
International,work,39.3
International,work,33.3
Portugal,work,91.0
Portugal,work,86.0
Portugal,work,110.0
International,work,105.0
Portugal,work,91.0
Portugal,rest,76.22
Portugal,work+rest,47.85
International,work,43.0
International,work,43.0
Portugal,work,65.0
International,work+rest,47.85
Portugal,work,61.0
International,work,97.2
Portugal,work,110.0
International,work,48.0
Portugal,work,65.0
Portugal,work,72.0
Portugal,work,65.0
Portugal,work,66.0
Portugal,work,61.0
International,work,46.8
Portugal,work,51.04
Portugal,work,79.2
Portugal,work,37.8
Portugal,work,114.07
International,work,36.04
International,work,36.04
International,work,65.83
Portugal,work,86.0
Portugal,work,85.0
Portugal,work,65.0
Portugal,work,65.0
International,work,42.5
International,work,34.0
International,work,34.0
Portugal,work,65.0
International,work,34.0
Portugal,work,99.0
International,work,39.3
International,work,39.3
International,weekend,48.0
International,work+rest,52.4
International,work+rest,64.71
International,weekend,38.4
International,weekend,38.4
Portugal,work+rest,42.75
International,work+rest,58.0
Portugal,weekend,50.4
International,work+rest,78.0
International,work+rest,61.8
International,work+rest,37.8
International,work+rest,70.71
International,work+rest,56.7
International,work+rest,32.95
International,work+rest,55.44
International,weekend,41.11
Portugal,weekend,45.0
Portugal,work,39.0
Portugal,work,69.0
International,work+rest,41.96
Portugal,weekend,49.0
Portugal,weekend,39.0
Portugal,work+rest,40.0
Portugal,weekend,78.0
International,work+rest,52.4
International,work+rest,34.86
Portugal,weekend,43.2
International,weekend,39.0
Portugal,work+rest,73.0
International,work+rest,30.24
International,weekend,35.12
International,weekend,35.12
International,work,29.8
International,work,29.8
Portugal,work,49.0
Portugal,work,45.0
Portugal,work+rest,39.0
Portugal,work+rest,55.0
Portugal,work,48.0
International,work+rest,43.0
International,work+rest,43.0
International,work+rest,43.0
International,work,48.0
International,work+rest,63.0
Portugal,work,48.0
International,work+rest,56.4
Portugal,work,6.0
International,work,59.0
Portugal,work+rest,80.09
International,work+rest,34.0
International,work,41.11
International,work+rest,37.8
International,work,43.0
Portugal,work,30.0
Portugal,work,35.0
Portugal,work,34.4
Portugal,work,30.0
Portugal,work,35.0
International,work,30.0
Portugal,work,30.0
Portugal,work,43.2
International,work+rest,52.4
Portugal,work,30.0
Portugal,work,30.0
Portugal,work,30.0
Portugal,work,49.0
Portugal,work,63.0
Portugal,work,30.0
Portugal,work,30.0
Portugal,work,30.0
Portugal,work,35.0
Portugal,weekend,45.0
Portugal,work,30.0
International,work+rest,60.98
International,work+rest,36.0
International,work+rest,36.24
Portugal,work,34.4
International,work+rest,64.0
International,work+rest,66.0
Portugal,work,48.0
International,work+rest,64.0
International,work+rest,66.0
International,work+rest,64.0
International,rest,64.0
International,work+rest,39.0
International,work,43.0
Portugal,work,44.0
Portugal,work,48.0
Portugal,work,48.0
Portugal,work+rest,48.0
Portugal,work,42.0
Portugal,work+rest,43.0
International,work+rest,55.0
International,work,99.0
International,work+rest,39.0
International,work+rest,54.0
Portugal,work,43.0
International,work+rest,55.8
International,work,43.0
International,work,44.0
International,work,43.0
International,work,43.0
International,work,43.0
International,work+rest,30.6
International,work+rest,46.8
International,work,43.0
International,work,43.0
Portugal,work+rest,74.88
Portugal,work,36.0
International,work,66.4
Portugal,work,34.0
International,work+rest,54.4
International,work,42.0
Portugal,work,44.0
International,work+rest,58.43
International,work,30.6
International,work,59.0
International,rest,87.46
International,work,25.64
International,work,25.64
International,work,48.8
International,work+rest,95.0
International,work,30.24
Portugal,work,79.0
International,work,55.8
International,work,43.0
International,work,29.0
Portugal,work,39.0
Portugal,work,39.0
Portugal,work,39.0
Portugal,work,39.0
International,work,81.0
International,work,38.81
Portugal,work,45.6
Portugal,work,37.8
Portugal,work,39.0
International,work,63.0
International,work,49.0
International,work,84.0
International,work,136.0
Portugal,work,39.0
International,work,39.0
Portugal,work,39.0
Portugal,work,39.0
Portugal,work,43.8
International,work,34.0
International,work,119.0
International,work,99.0
International,work,99.0
International,work,59.0
International,work,54.0
International,work,54.0
International,work,52.0
International,work,48.0
International,work,62.0
International,work,54.0
Portugal,work,35.11
Portugal,work,48.0
Portugal,work,66.0
Portugal,work,6.0
International,work,49.5
Portugal,work,66.0
Portugal,work,70.0
International,work,38.4
International,weekend,35.11
Portugal,weekend,41.11
International,work+rest,48.0
Portugal,work+rest,48.0
International,work+rest,48.0
International,work+rest,84.0
Portugal,work+rest,44.0
International,work+rest,54.0
Portugal,work+rest,70.0
International,work+rest,62.0
Portugal,work+rest,53.86
International,work+rest,49.66
Portugal,work+rest,48.0
Portugal,weekend,69.0
Portugal,weekend,88.0
Portugal,weekend,63.0
International,work+rest,63.0
Portugal,weekend,39.0
Portugal,weekend,48.0
International,weekend,62.0
Portugal,weekend,43.0
Portugal,work,35.0
Portugal,weekend,39.0
Portugal,weekend,50.0
International,work+rest,50.0
Portugal,weekend,43.0
