origin,adr
International,110.7
International,114.14
International,114.14
Portugal,236.0
International,209.0
Portugal,211.0
International,173.0
Portugal,207.85
International,241.0
International,167.17
International,252.0
International,163.8
Portugal,186.9
International,132.05
Portugal,134.0
Portugal,166.5
International,132.0
Portugal,297.5
International,104.55
International,123.0
Portugal,166.0
International,171.9
International,243.0
International,136.35
International,253.0
Portugal,117.0
Portugal,207.0
Portugal,130.01
Portugal,117.0
International,232.0
International,192.0
Portugal,133.0
Portugal,113.9
Portugal,133.0
Portugal,166.25
Portugal,213.0
Portugal,194.0
International,242.67
International,125.82
International,175.0
Portugal,129.0
International,152.1
Portugal,149.0
Portugal,188.0
International,192.0
Portugal,154.0
International,202.0
Portugal,134.0
Portugal,114.0
International,120.38
International,146.2
International,196.34
International,179.63
International,176.0
International,132.6
International,120.6
Portugal,119.25
Portugal,237.45
Portugal,173.0
Portugal,225.45
Portugal,108.92
Portugal,203.24
Portugal,140.9
Portugal,150.6
Portugal,152.6
International,83.7
International,212.4
Portugal,107.0
International,183.0
International,135.0
International,149.0
Portugal,149.0
Portugal,178.0
International,133.0
International,124.58
International,171.9
Portugal,120.0
Portugal,189.0
Portugal,119.7
International,211.0
International,179.41
Portugal,190.0
International,173.0
Portugal,178.33
Portugal,133.0
Portugal,241.0
Portugal,133.0
Portugal,133.0
Portugal,133.0
International,110.7
Portugal,184.0
International,112.63
International,197.25
Portugal,194.2
International,202.0
International,103.18
Portugal,172.0
Portugal,172.0
Portugal,241.0
International,162.47
International,118.58
Portugal,172.0
International,164.0
Portugal,186.25
Portugal,122.85
Portugal,211.0
Portugal,191.0
Portugal,123.6
Portugal,172.0
International,166.05
Portugal,172.0
Portugal,172.0
Portugal,142.3
International,141.4
International,153.0
International,96.3
International,96.3
International,163.05
International,118.02
International,118.02
International,87.9
International,201.5
International,133.0
International,153.0
Portugal,172.0
Portugal,139.0
International,153.0
International,127.26
International,169.0
International,154.8
Portugal,153.0
International,104.55
Portugal,149.0
International,119.25
International,168.28
International,166.0
Portugal,196.0
Portugal,236.93
Portugal,159.33
International,117.3
Portugal,122.7
Portugal,107.0
Portugal,107.0
Portugal,173.0
Portugal,154.0
International,119.25
International,104.55
International,110.7
International,153.42
International,107.0
International,173.0
Portugal,99.0
Portugal,202.0
Portugal,219.0
Portugal,135.0
Portugal,120.6
International,143.1
Portugal,134.0
International,167.25
Portugal,196.0
Portugal,233.0
Portugal,199.29
Portugal,153.0
Portugal,165.0
Portugal,153.0
Portugal,120.6
International,198.0
International,218.6
International,137.7
Portugal,134.0
International,120.6
International,87.91
Portugal,134.0
Portugal,198.0
International,130.13
International,133.0
Portugal,107.0
International,229.0
Portugal,166.0
Portugal,107.0
Portugal,107.0
Portugal,266.0
Portugal,198.2
Portugal,132.0
International,219.3
International,194.71
International,252.0
Portugal,36.5
Portugal,36.5
Portugal,36.5
Portugal,157.2
Portugal,157.2
Portugal,127.26
Portugal,119.2
Portugal,134.0
Portugal,119.0
Portugal,235.71
International,208.0
International,234.29
Portugal,218.83
Portugal,168.0
Portugal,180.0
Portugal,180.0
Portugal,149.2
Portugal,130.9
Portugal,169.15
International,120.6
Portugal,120.6
Portugal,164.15
International,111.0
International,104.0
International,123.0
International,123.0
International,191.6
International,107.0
International,107.0
International,134.0
International,93.6
Portugal,136.0
Portugal,183.0
Portugal,279.0
Portugal,211.0
Portugal,148.05
International,132.5
Portugal,174.6
International,146.0
Portugal,96.3
Portugal,166.0
Portugal,217.0
International,164.0
International,164.0
Portugal,195.8
Portugal,158.3
International,196.0
Portugal,120.6
Portugal,147.2
Portugal,184.0
Portugal,166.0
International,229.0
International,196.75
International,164.0
Portugal,154.8
International,199.63
Portugal,271.0
International,151.23
International,134.0
International,149.2
International,173.0
International,168.25
Portugal,204.0
International,138.6
Portugal,210.0
Portugal,213.4
International,163.5
International,163.5
International,134.0
Portugal,132.87
Portugal,107.0
International,166.0
Portugal,154.0
Portugal,244.0
Portugal,134.0
International,164.0
Portugal,153.0
Portugal,274.0
Portugal,206.34
International,153.0
International,177.57
Portugal,133.0
International,119.97
International,202.0
International,118.13
Portugal,139.0
Portugal,153.0
Portugal,173.0
International,161.6
International,162.2
Portugal,219.0
Portugal,169.0
Portugal,137.7
International,153.3
International,153.3
International,209.0
Portugal,150.6
Portugal,150.6
Portugal,55.8
Portugal,107.0
Portugal,161.71
Portugal,110.05
International,153.0
International,199.0
International,133.0
International,106.0
Portugal,177.14
Portugal,196.0
Portugal,183.0
International,175.17
Portugal,171.08
International,127.59
International,172.0
International,153.0
Portugal,241.0
International,66.0
Portugal,132.6
International,181.0
Portugal,192.0
Portugal,34.0
International,153.0
International,172.0
Portugal,153.0
International,187.15
Portugal,153.0
Portugal,99.5
Portugal,27.0
Portugal,27.0
Portugal,39.0
Portugal,58.0
Portugal,27.0
Portugal,45.0
International,120.6
International,179.1
Portugal,163.8
Portugal,239.0
International,172.0
International,87.9
International,134.0
International,120.6
Portugal,143.34
International,132.44
Portugal,209.2
International,168.8
International,169.83
Portugal,225.28
International,177.47
Portugal,177.47
International,103.95
Portugal,110.7
Portugal,110.7
Portugal,110.7
Portugal,110.7
Portugal,110.7
Portugal,114.71
International,154.71
International,101.65
Portugal,143.29
Portugal,164.0
Portugal,131.55
Portugal,149.0
Portugal,215.0
Portugal,135.0
Portugal,175.26
Portugal,180.0
Portugal,258.43
Portugal,120.6
Portugal,153.0
Portugal,153.0
International,122.88
International,180.53
Portugal,160.48
Portugal,218.5
Portugal,165.6
Portugal,235.07
International,158.9
International,159.33
International,58.95
International,147.09
Portugal,145.4
Portugal,234.67
International,153.0
International,43.65
Portugal,154.0
International,123.74
International,60.0
International,185.71
International,104.0
International,164.0
International,185.0
Portugal,88.4
Portugal,211.0
International,193.5
Portugal,229.6
International,186.57
International,150.83
International,150.83
Portugal,209.0
Portugal,170.5
Portugal,170.33
International,103.28
International,103.28
International,166.0
International,96.3
Portugal,164.0
International,90.95
Portugal,144.65
International,110.88
International,110.88
International,137.8
International,118.67
International,198.33
International,239.65
International,90.95
Portugal,183.0
Portugal,203.0
Portugal,189.33
International,120.6
International,120.6
International,133.0
Portugal,135.14
International,153.0
International,163.5
International,150.0
International,134.0
International,104.97
Portugal,120.6
Portugal,176.67
Portugal,133.0
Portugal,174.14
International,142.65
Portugal,129.6
International,183.0
International,107.0
Portugal,99.0
International,110.7
International,142.65
Portugal,178.0
International,197.7
International,120.6
International,134.0
Portugal,120.6
International,58.95
Portugal,264.5
International,104.16
International,104.16
International,184.5
Portugal,192.6
International,115.0
International,127.0
International,208.43
Portugal,123.0
International,97.8
International,104.98
International,103.5
Portugal,98.0
International,116.0
Portugal,147.6
Portugal,70.0
Portugal,78.0
Portugal,154.0
International,169.5
International,123.5
Portugal,172.71
International,58.95
International,108.34
International,75.53
Portugal,121.67
Portugal,104.5
International,133.43
Portugal,146.95
International,120.79
International,165.75
International,165.75
Portugal,142.5
International,143.25
International,126.57
Portugal,132.33
Portugal,134.0
International,96.3
Portugal,137.65
Portugal,123.6
Portugal,142.7
Portugal,137.65
Portugal,55.68
Portugal,49.3
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,81.0
International,19.0
International,19.0
International,90.38
International,160.0
International,85.88
International,92.63
International,105.2
International,55.68
International,55.68
International,55.68
International,65.5
International,218.3
Portugal,105.5
Portugal,93.4
International,146.0
Portugal,106.21
Portugal,123.12
Portugal,138.6
International,176.0
Portugal,131.4
International,145.0
International,142.0
International,110.58
Portugal,77.78
Portugal,116.4
Portugal,98.33
International,150.5
International,161.0
Portugal,140.0
Portugal,103.2
Portugal,143.4
International,65.5
International,77.79
Portugal,160.57
Portugal,57.6
International,101.25
International,124.25
International,119.0
International,97.2
International,102.0
International,135.13
International,110.7
International,141.0
Portugal,123.0
International,87.75
International,158.6
International,161.8
International,117.81
International,123.0
Portugal,186.5
Portugal,140.0
Portugal,123.5
International,134.0
International,122.43
Portugal,121.8
Portugal,131.5
Portugal,256.5
Portugal,167.25
International,161.8
International,98.29
International,82.35
Portugal,135.14
International,187.33
Portugal,115.0
Portugal,115.0
International,67.58
International,103.05
Portugal,161.0
International,100.7
Portugal,157.67
Portugal,244.0
Portugal,197.0
International,141.0
International,141.0
International,88.2
International,49.67
International,123.0
Portugal,74.5
International,88.2
International,58.95
Portugal,66.0
International,66.0
Portugal,146.0
Portugal,184.0
Portugal,124.0
Portugal,146.0
International,99.0
Portugal,138.86
Portugal,219.25
International,99.0
International,141.0
Portugal,137.0
Portugal,113.0
International,172.0
Portugal,110.7
International,52.2
International,49.3
International,52.2
International,123.0
International,123.0
International,104.98
International,141.0
Portugal,110.7
International,110.7
International,141.0
International,110.7
International,110.7
Portugal,120.0
Portugal,171.06
Portugal,110.7
International,71.55
International,110.7
International,110.7
International,52.2
International,131.0
Portugal,159.5
Portugal,99.0
Portugal,123.0
International,120.71
International,87.75
International,160.0
International,154.0
Portugal,152.0
Portugal,59.4
Portugal,59.4
Portugal,59.4
Portugal,59.4
Portugal,59.4
Portugal,58.95
Portugal,58.95
International,77.78
International,58.95
Portugal,73.8
International,57.0
International,67.58
International,57.0
International,168.4
International,139.35
International,57.0
International,57.0
Portugal,131.0
Portugal,123.0
Portugal,146.67
International,77.78
International,57.0
International,57.0
International,57.0
Portugal,123.0
Portugal,129.58
Portugal,123.0
International,57.0
International,57.0
International,57.0
Portugal,163.0
Portugal,186.6
Portugal,162.0
Portugal,157.82
International,68.5
Portugal,123.0
Portugal,124.25
International,58.95
International,71.55
International,55.68
International,53.85
International,71.55
International,77.58
International,85.0
Portugal,134.0
Portugal,134.0
Portugal,42.0
Portugal,42.0
Portugal,35.0
International,150.86
International,104.8
International,137.0
International,97.0
Portugal,58.95
International,58.95
International,131.0
International,71.55
International,67.58
International,67.58
International,113.0
Portugal,198.0
Portugal,122.75
Portugal,106.5
International,153.0
Portugal,122.0
International,186.0
Portugal,167.75
International,153.0
International,171.25
International,59.1
International,80.33
International,113.0
Portugal,132.19
Portugal,87.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
International,58.95
International,77.78
International,146.0
International,100.87
Portugal,131.0
International,97.5
Portugal,179.4
Portugal,259.0
Portugal,189.0
International,161.0
International,129.5
International,120.0
Portugal,90.0
Portugal,79.5
International,97.5
International,96.3
International,123.0
International,155.5
International,82.35
International,54.9
International,54.9
International,61.65
International,61.65
International,61.65
Portugal,131.0
Portugal,135.31
International,54.9
International,120.0
International,97.5
International,97.5
Portugal,129.4
International,61.65
Portugal,91.5
Portugal,83.0
International,123.0
International,60.51
International,92.4
International,111.15
International,186.0
Portugal,94.37
Portugal,94.37
Portugal,109.65
Portugal,94.37
Portugal,98.0
Portugal,39.0
Portugal,47.6
International,112.0
International,129.0
Portugal,106.06
International,112.88
International,135.67
International,154.0
International,154.0
International,154.0
Portugal,69.7
International,55.68
Portugal,8.43
Portugal,113.0
International,60.61
International,131.4
International,55.68
International,55.68
International,61.65
International,146.0
International,71.55
International,36.0
International,36.0
International,36.0
International,34.0
International,36.0
International,36.0
International,36.0
International,89.96
International,36.0
International,36.0
International,36.0
International,36.0
International,36.0
International,36.0
International,36.0
International,36.0
International,36.0
International,36.0
International,36.0
International,36.0
International,36.0
International,92.63
International,59.0
International,80.0
International,80.0
International,80.0
International,80.0
International,80.0
International,80.0
International,59.0
International,80.0
International,80.0
International,80.0
International,80.0
International,80.0
International,80.0
International,80.0
International,80.0
International,80.0
