hotel,origin,adr
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,82.35
Resort Hotel,International,55.68
Resort Hotel,International,55.68
Resort Hotel,International,69.6
Resort Hotel,International,122.7
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,International,58.95
Resort Hotel,International,58.95
Resort Hotel,International,58.95
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,123.0
Resort Hotel,International,60.35
Resort Hotel,International,60.35
Resort Hotel,Portugal,100.8
Resort Hotel,International,87.75
Resort Hotel,Portugal,108.9
Resort Hotel,International,58.95
Resort Hotel,International,58.95
Resort Hotel,International,88.95
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,39.0
Resort Hotel,Portugal,27.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,138.0
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,75.0
Resort Hotel,Portugal,55.68
Resort Hotel,Portugal,123.0
Resort Hotel,International,123.0
Resort Hotel,Portugal,99.7
Resort Hotel,International,154.0
Resort Hotel,International,123.0
Resort Hotel,Portugal,49.3
Resort Hotel,Portugal,129.0
Resort Hotel,International,154.0
Resort Hotel,International,77.78
Resort Hotel,Portugal,112.0
Resort Hotel,International,157.25
Resort Hotel,Portugal,96.9
Resort Hotel,Portugal,157.25
Resort Hotel,Portugal,141.2
Resort Hotel,Portugal,110.7
Resort Hotel,Portugal,115.0
Resort Hotel,Portugal,112.5
Resort Hotel,International,100.8
Resort Hotel,Portugal,58.95
Resort Hotel,International,55.68
Resort Hotel,Portugal,82.35
Resort Hotel,Portugal,96.95
Resort Hotel,Portugal,64.9
Resort Hotel,Portugal,84.15
Resort Hotel,Portugal,114.69
Resort Hotel,International,55.68
Resort Hotel,International,58.23
Resort Hotel,International,58.23
Resort Hotel,International,55.68
Resort Hotel,Portugal,71.55
Resort Hotel,Portugal,199.5
Resort Hotel,Portugal,317.0
Resort Hotel,Portugal,318.82
Resort Hotel,International,88.2
Resort Hotel,Portugal,123.0
Resort Hotel,Portugal,153.0
Resort Hotel,Portugal,155.0
Resort Hotel,International,110.7
Resort Hotel,Portugal,110.0
Resort Hotel,International,89.68
Resort Hotel,International,78.6
Resort Hotel,International,78.6
Resort Hotel,International,55.68
Resort Hotel,International,55.68
Resort Hotel,Portugal,199.0
Resort Hotel,Portugal,117.9
Resort Hotel,Portugal,134.1
Resort Hotel,Portugal,107.57
Resort Hotel,International,89.68
Resort Hotel,International,110.7
Resort Hotel,International,110.7
Resort Hotel,Portugal,99.0
Resort Hotel,International,96.3
Resort Hotel,International,88.4
Resort Hotel,International,88.4
Resort Hotel,International,75.46
Resort Hotel,International,97.25
Resort Hotel,International,104.55
Resort Hotel,International,159.74
Resort Hotel,International,113.05
Resort Hotel,Portugal,154.0
Resort Hotel,International,131.0
Resort Hotel,International,157.5
Resort Hotel,International,123.3
Resort Hotel,International,88.4
Resort Hotel,International,88.4
Resort Hotel,Portugal,99.7
Resort Hotel,Portugal,107.2
Resort Hotel,International,110.7
Resort Hotel,International,104.55
Resort Hotel,International,128.35
Resort Hotel,Portugal,169.0
Resort Hotel,International,90.95
Resort Hotel,Portugal,196.0
Resort Hotel,International,106.5
Resort Hotel,International,90.95
Resort Hotel,Portugal,85.5
Resort Hotel,International,119.25
Resort Hotel,Portugal,112.5
Resort Hotel,International,110.5
Resort Hotel,International,179.0
Resort Hotel,International,154.0
Resort Hotel,Portugal,106.5
Resort Hotel,Portugal,149.63
Resort Hotel,Portugal,124.5
Resort Hotel,Portugal,124.5
Resort Hotel,Portugal,119.7
Resort Hotel,International,115.5
Resort Hotel,International,106.15
Resort Hotel,Portugal,130.9
Resort Hotel,Portugal,131.2
Resort Hotel,International,90.95
Resort Hotel,International,88.4
Resort Hotel,International,110.5
Resort Hotel,Portugal,159.0
Resort Hotel,Portugal,119.7
Resort Hotel,Portugal,147.67
Resort Hotel,Portugal,52.0
Resort Hotel,International,102.65
Resort Hotel,Portugal,134.0
Resort Hotel,International,125.5
Resort Hotel,Portugal,139.0
Resort Hotel,International,113.05
Resort Hotel,International,135.0
Resort Hotel,International,92.0
Resort Hotel,International,145.0
Resort Hotel,International,113.05
Resort Hotel,Portugal,98.0
Resort Hotel,International,139.75
Resort Hotel,International,103.18
Resort Hotel,Portugal,128.0
Resort Hotel,International,134.1
Resort Hotel,Portugal,155.5
Resort Hotel,International,153.0
Resort Hotel,Portugal,160.0
Resort Hotel,Portugal,176.0
Resort Hotel,International,112.63
Resort Hotel,International,120.6
Resort Hotel,International,120.6
Resort Hotel,International,126.28
Resort Hotel,International,142.63
Resort Hotel,International,147.0
Resort Hotel,International,109.3
Resort Hotel,International,109.3
Resort Hotel,International,112.63
Resort Hotel,Portugal,83.79
Resort Hotel,International,156.22
Resort Hotel,International,232.0
Resort Hotel,International,93.6
Resort Hotel,Portugal,135.0
Resort Hotel,International,88.4
Resort Hotel,International,93.6
Resort Hotel,International,118.0
Resort Hotel,Portugal,160.0
Resort Hotel,International,103.95
Resort Hotel,International,97.1
Resort Hotel,Portugal,174.95
Resort Hotel,Portugal,193.81
Resort Hotel,Portugal,134.75
Resort Hotel,Portugal,114.0
Resort Hotel,Portugal,162.0
Resort Hotel,International,90.95
Resort Hotel,International,206.22
Resort Hotel,International,145.0
Resort Hotel,International,84.12
Resort Hotel,Portugal,154.8
Resort Hotel,International,115.85
Resort Hotel,International,123.2
Resort Hotel,International,134.0
Resort Hotel,International,145.0
Resort Hotel,International,177.0
Resort Hotel,International,177.0
Resort Hotel,International,112.63
Resort Hotel,Portugal,154.0
Resort Hotel,International,104.55
Resort Hotel,Portugal,146.95
Resort Hotel,Portugal,146.95
Resort Hotel,Portugal,96.3
Resort Hotel,Portugal,146.95
Resort Hotel,Portugal,146.95
Resort Hotel,International,169.0
Resort Hotel,International,135.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,142.48
Resort Hotel,International,187.11
Resort Hotel,International,134.5
Resort Hotel,International,134.0
Resort Hotel,International,88.55
Resort Hotel,Portugal,114.0
Resort Hotel,Portugal,30.0
Resort Hotel,Portugal,65.0
Resort Hotel,International,158.5
Resort Hotel,International,191.0
Resort Hotel,International,132.3
Resort Hotel,Portugal,177.0
Resort Hotel,International,167.0
Resort Hotel,International,160.0
Resort Hotel,Portugal,119.7
Resort Hotel,Portugal,96.3
Resort Hotel,International,134.0
Resort Hotel,Portugal,115.0
Resort Hotel,International,103.5
Resort Hotel,International,201.05
Resort Hotel,International,135.0
Resort Hotel,Portugal,145.0
Resort Hotel,Portugal,164.0
Resort Hotel,Portugal,115.0
Resort Hotel,Portugal,163.3
Resort Hotel,International,97.1
Resort Hotel,International,165.0
Resort Hotel,International,101.65
Resort Hotel,Portugal,164.0
Resort Hotel,International,135.0
Resort Hotel,Portugal,135.0
Resort Hotel,International,164.0
Resort Hotel,International,157.0
Resort Hotel,Portugal,135.0
Resort Hotel,International,101.68
Resort Hotel,International,184.0
Resort Hotel,Portugal,118.17
Resort Hotel,Portugal,118.17
Resort Hotel,Portugal,110.75
Resort Hotel,International,194.0
Resort Hotel,International,199.75
Resort Hotel,Portugal,150.0
Resort Hotel,Portugal,150.0
Resort Hotel,Portugal,150.0
Resort Hotel,Portugal,195.0
Resort Hotel,Portugal,179.0
Resort Hotel,Portugal,154.0
Resort Hotel,International,65.5
Resort Hotel,International,129.45
Resort Hotel,Portugal,142.86
Resort Hotel,International,92.0
Resort Hotel,Portugal,152.43
Resort Hotel,International,153.1
Resort Hotel,International,167.0
Resort Hotel,Portugal,182.8
Resort Hotel,Portugal,120.6
Resort Hotel,International,190.0
Resort Hotel,Portugal,168.3
Resort Hotel,International,120.43
Resort Hotel,International,164.0
Resort Hotel,Portugal,122.34
Resort Hotel,Portugal,122.34
Resort Hotel,Portugal,125.34
Resort Hotel,International,195.0
Resort Hotel,Portugal,166.6
Resort Hotel,Portugal,153.0
Resort Hotel,International,252.0
Resort Hotel,Portugal,120.43
Resort Hotel,Portugal,156.5
Resort Hotel,Portugal,124.5
Resort Hotel,Portugal,199.0
Resort Hotel,International,110.5
Resort Hotel,International,110.5
Resort Hotel,International,182.2
Resort Hotel,International,182.2
Resort Hotel,International,194.0
Resort Hotel,International,157.37
Resort Hotel,International,97.7
Resort Hotel,International,162.0
Resort Hotel,Portugal,150.0
Resort Hotel,International,101.68
Resort Hotel,International,114.63
Resort Hotel,International,133.95
Resort Hotel,International,103.95
Resort Hotel,International,98.75
Resort Hotel,International,109.65
Resort Hotel,International,127.0
Resort Hotel,International,115.0
Resort Hotel,Portugal,134.0
Resort Hotel,International,118.19
Resort Hotel,Portugal,110.7
Resort Hotel,Portugal,110.7
Resort Hotel,Portugal,110.7
Resort Hotel,Portugal,110.7
Resort Hotel,Portugal,110.7
Resort Hotel,Portugal,99.0
Resort Hotel,Portugal,99.0
Resort Hotel,International,92.0
Resort Hotel,International,144.45
Resort Hotel,International,145.0
Resort Hotel,Portugal,145.23
Resort Hotel,Portugal,134.1
Resort Hotel,International,88.4
Resort Hotel,International,88.4
Resort Hotel,International,160.0
Resort Hotel,International,179.0
Resort Hotel,International,110.5
Resort Hotel,International,110.5
Resort Hotel,International,120.6
Resort Hotel,Portugal,185.0
Resort Hotel,International,134.0
Resort Hotel,Portugal,125.0
Resort Hotel,Portugal,110.5
Resort Hotel,Portugal,214.0
Resort Hotel,Portugal,168.0
Resort Hotel,International,168.0
Resort Hotel,Portugal,165.0
Resort Hotel,Portugal,185.0
Resort Hotel,Portugal,173.0
Resort Hotel,Portugal,157.0
Resort Hotel,Portugal,135.0
Resort Hotel,International,112.5
Resort Hotel,Portugal,114.51
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,Portugal,67.0
Resort Hotel,International,96.3
Resort Hotel,International,149.25
Resort Hotel,International,115.0
Resort Hotel,International,137.7
Resort Hotel,Portugal,195.45
Resort Hotel,International,190.4
Resort Hotel,Portugal,168.7
Resort Hotel,International,134.0
Resort Hotel,International,134.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,175.43
Resort Hotel,Portugal,125.0
Resort Hotel,International,96.3
Resort Hotel,Portugal,110.7
Resort Hotel,International,146.61
Resort Hotel,Portugal,189.75
Resort Hotel,International,108.0
Resort Hotel,Portugal,135.0
Resort Hotel,International,153.0
Resort Hotel,International,96.3
Resort Hotel,International,176.0
Resort Hotel,Portugal,189.75
Resort Hotel,International,134.0
Resort Hotel,International,96.3
Resort Hotel,International,145.0
Resort Hotel,Portugal,115.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,80.0
Resort Hotel,International,135.0
Resort Hotel,Portugal,117.22
Resort Hotel,Portugal,127.0
Resort Hotel,Portugal,88.55
Resort Hotel,Portugal,88.55
Resort Hotel,Portugal,154.6
Resort Hotel,Portugal,194.0
Resort Hotel,Portugal,131.4
Resort Hotel,International,153.0
Resort Hotel,International,153.0
Resort Hotel,Portugal,146.0
Resort Hotel,Portugal,118.0
Resort Hotel,Portugal,207.0
Resort Hotel,International,133.0
Resort Hotel,Portugal,158.1
Resort Hotel,Portugal,131.2
Resort Hotel,Portugal,131.2
Resort Hotel,Portugal,221.43
Resort Hotel,Portugal,154.0
Resort Hotel,Portugal,134.0
Resort Hotel,International,131.2
Resort Hotel,International,135.0
Resort Hotel,Portugal,107.0
Resort Hotel,International,195.0
Resort Hotel,International,99.45
Resort Hotel,Portugal,111.2
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,Portugal,125.9
Resort Hotel,International,183.0
Resort Hotel,International,129.48
Resort Hotel,International,198.8
Resort Hotel,International,133.0
Resort Hotel,International,107.0
Resort Hotel,International,133.0
Resort Hotel,International,107.0
Resort Hotel,Portugal,149.5
Resort Hotel,Portugal,185.5
Resort Hotel,International,173.0
Resort Hotel,International,194.0
Resort Hotel,International,102.45
Resort Hotel,Portugal,118.17
Resort Hotel,Portugal,120.6
Resort Hotel,International,248.0
Resort Hotel,International,173.0
Resort Hotel,International,189.67
Resort Hotel,Portugal,147.0
Resort Hotel,International,178.88
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,120.6
Resort Hotel,International,128.2
Resort Hotel,International,119.81
Resort Hotel,Portugal,107.0
Resort Hotel,Portugal,107.0
Resort Hotel,International,134.0
Resort Hotel,Portugal,132.44
Resort Hotel,Portugal,120.0
Resort Hotel,International,134.0
Resort Hotel,Portugal,119.7
Resort Hotel,International,120.6
Resort Hotel,International,81.67
Resort Hotel,International,145.0
Resort Hotel,International,134.0
Resort Hotel,International,118.99
Resort Hotel,International,188.0
Resort Hotel,Portugal,135.0
Resort Hotel,International,146.56
Resort Hotel,Portugal,144.6
Resort Hotel,International,162.5
Resort Hotel,International,140.33
Resort Hotel,International,188.0
Resort Hotel,Portugal,142.71
Resort Hotel,International,106.25
Resort Hotel,International,154.0
Resort Hotel,International,121.35
Resort Hotel,Portugal,72.0
Resort Hotel,International,109.65
Resort Hotel,Portugal,154.0
Resort Hotel,International,98.02
Resort Hotel,Portugal,134.0
Resort Hotel,International,140.91
Resort Hotel,International,101.65
Resort Hotel,International,129.0
Resort Hotel,International,96.3
Resort Hotel,International,90.95
Resort Hotel,International,119.25
Resort Hotel,Portugal,207.0
Resort Hotel,International,209.0
Resort Hotel,International,179.0
Resort Hotel,International,152.71
Resort Hotel,International,100.8
Resort Hotel,International,134.73
Resort Hotel,International,179.88
Resort Hotel,International,137.9
Resort Hotel,International,137.9
Resort Hotel,International,143.34
Resort Hotel,Portugal,252.0
Resort Hotel,International,90.95
Resort Hotel,International,90.95
Resort Hotel,Portugal,201.6
Resort Hotel,Portugal,146.25
Resort Hotel,International,181.5
Resort Hotel,Portugal,132.44
Resort Hotel,International,170.33
Resort Hotel,International,192.0
Resort Hotel,International,112.63
Resort Hotel,Portugal,134.0
Resort Hotel,International,132.5
Resort Hotel,Portugal,138.6
Resort Hotel,International,90.95
Resort Hotel,International,90.95
Resort Hotel,International,179.0
Resort Hotel,International,112.0
Resort Hotel,Portugal,149.0
Resort Hotel,Portugal,201.5
Resort Hotel,Portugal,172.0
Resort Hotel,International,112.36
Resort Hotel,International,112.36
Resort Hotel,Portugal,241.0
Resort Hotel,Portugal,107.0
Resort Hotel,Portugal,143.5
Resort Hotel,International,156.4
Resort Hotel,International,204.0
Resort Hotel,International,123.0
Resort Hotel,Portugal,154.35
Resort Hotel,International,113.9
Resort Hotel,International,148.16
Resort Hotel,International,104.0
Resort Hotel,International,104.0
Resort Hotel,International,110.5
Resort Hotel,International,110.5
Resort Hotel,Portugal,114.0
Resort Hotel,Portugal,30.0
Resort Hotel,Portugal,65.0
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,45.0
Resort Hotel,Portugal,191.0
Resort Hotel,Portugal,211.0
Resort Hotel,International,171.71
Resort Hotel,International,165.32
Resort Hotel,International,90.95
Resort Hotel,International,164.0
Resort Hotel,Portugal,154.8
Resort Hotel,Portugal,172.0
Resort Hotel,International,90.95
Resort Hotel,International,160.98
Resort Hotel,International,191.0
Resort Hotel,International,126.65
Resort Hotel,Portugal,256.0
Resort Hotel,Portugal,20.0
Resort Hotel,Portugal,217.0
Resort Hotel,Portugal,210.0
Resort Hotel,Portugal,191.0
Resort Hotel,International,164.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,166.0
Resort Hotel,Portugal,244.0
Resort Hotel,Portugal,191.1
Resort Hotel,Portugal,137.75
Resort Hotel,International,227.4
Resort Hotel,International,209.17
Resort Hotel,International,209.17
Resort Hotel,Portugal,134.0
Resort Hotel,International,209.4
Resort Hotel,Portugal,179.0
Resort Hotel,International,96.3
Resort Hotel,Portugal,191.0
Resort Hotel,Portugal,168.25
Resort Hotel,Portugal,134.0
Resort Hotel,International,161.45
Resort Hotel,International,123.0
Resort Hotel,International,163.33
Resort Hotel,Portugal,125.1
Resort Hotel,Portugal,119.9
Resort Hotel,Portugal,113.9
Resort Hotel,Portugal,119.9
Resort Hotel,Portugal,113.9
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,120.6
Resort Hotel,Portugal,71.55
Resort Hotel,Portugal,96.3
Resort Hotel,Portugal,196.0
Resort Hotel,Portugal,247.0
Resort Hotel,Portugal,153.0
Resort Hotel,Portugal,110.0
Resort Hotel,International,166.0
Resort Hotel,Portugal,210.43
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,219.9
Resort Hotel,Portugal,162.14
Resort Hotel,Portugal,187.14
Resort Hotel,International,167.8
Resort Hotel,Portugal,120.6
Resort Hotel,Portugal,140.33
Resort Hotel,International,176.75
Resort Hotel,International,112.63
Resort Hotel,International,172.63
Resort Hotel,International,123.0
Resort Hotel,Portugal,131.13
Resort Hotel,Portugal,211.0
Resort Hotel,Portugal,164.0
Resort Hotel,Portugal,196.0
Resort Hotel,Portugal,193.13
Resort Hotel,International,148.75
Resort Hotel,Portugal,202.0
Resort Hotel,Portugal,119.7
Resort Hotel,International,191.0
Resort Hotel,International,101.65
Resort Hotel,International,188.46
Resort Hotel,Portugal,221.0
Resort Hotel,Portugal,192.6
Resort Hotel,Portugal,118.5
